YTS,WIP,APPROVED,Day
0.0,1.0,0.0,0.5750000000000001
0.0,1.0,0.0,0.35
0.0952380952380952,0.9047619047619048,0.0,0.175
0.0,1.0,0.0,0.325
0.0,1.0,0.0,0.3
0.0,1.0,0.0,0.775
0.0952380952380952,0.9047619047619048,0.0,0.225
0.0,1.0,0.0,0.425
1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.775
0.5238095238095237,0.4761904761904761,0.0,0.1
0.0476190476190476,0.9523809523809524,0.0,0.25
0.9523809523809524,0.0476190476190476,0.0,0.05
0.0,1.0,0.0,0.65
0.0,1.0,0.0,0.425
0.8571428571428571,0.1428571428571428,0.0,0.05
0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.8
0.8095238095238095,0.1904761904761904,0.0,0.075
0.0,1.0,0.0,0.8
0.0,1.0,0.0,0.45
0.0,1.0,0.0,0.775
0.0952380952380952,0.9047619047619048,0.0,0.25
0.0,1.0,0.0,0.425
0.0,1.0,0.0,0.4
0.0,1.0,0.0,0.425
0.238095238095238,0.7619047619047619,0.0,0.15
0.0,1.0,0.0,0.325
0.0,1.0,0.0,0.65
