YTS,WIP,APPROVED,Day
0.0,0.1038961038961039,0.8787878787878788,0.4285714285714285
0.3055555555555555,0.5454545454545455,0.1515151515151515,0.1428571428571428
0.3055555555555555,0.4545454545454546,0.2121212121212121,0.1428571428571428
0.6944444444444444,0.2857142857142857,0.0,0.0
0.7083333333333333,0.2727272727272727,0.0,0.0
0.0,0.0,1.0,1.0
0.6527777777777778,0.4415584415584416,0.0227272727272727,0.0
0.3194444444444444,0.5064935064935066,0.1742424242424242,0.1428571428571428
0.2777777777777778,0.4415584415584416,0.2348484848484848,0.1428571428571428
0.1111111111111111,1.0,0.2954545454545454,0.2857142857142857
0.75,0.1948051948051948,0.0227272727272727,0.0
0.3055555555555555,0.5064935064935066,0.1742424242424242,0.1428571428571428
