YTS,WIP,APPROVED,Day
0.125,0.774468085106383,0.0,0.4615384615384615
0.5833333333333333,0.2978723404255319,0.0,0.0769230769230769
0.0119047619047619,1.0,0.0,0.7307692307692308
0.3035714285714285,0.4978723404255319,0.0,0.3461538461538461
0.5416666666666666,0.3276595744680851,0.0,0.3461538461538461
0.1845238095238095,0.7319148936170213,0.0,0.4615384615384615
0.125,0.7829787234042553,0.0,0.5
0.4821428571428571,0.3702127659574468,0.0,0.3461538461538461
0.4166666666666666,0.4170212765957446,0.0,0.3461538461538461
0.0059523809523809,1.0,0.0,0.6538461538461539
0.25,0.8,0.0,0.5384615384615385
0.0119047619047619,1.0,0.0,0.6923076923076923
0.2738095238095238,0.8,0.0,0.5384615384615385
0.0119047619047619,1.0,0.0,1.0
0.0,1.0,0.0,0.6538461538461539
0.1904761904761904,0.5787234042553192,0.0,0.4230769230769231
0.119047619047619,0.6851063829787234,0.0,0.4615384615384615
0.125,0.7829787234042553,0.0,0.4615384615384615
0.2321428571428571,0.8297872340425532,0.0,0.6153846153846154
0.2202380952380952,0.5574468085106383,0.0,0.4230769230769231
