YTS,WIP,APPROVED,Day
0.6029411764705882,0.6923076923076923,0.0,0.1714285714285714
0.8382352941176471,0.282051282051282,0.0,0.0857142857142857
0.1470588235294117,0.8205128205128205,0.3823529411764705,0.4571428571428571
0.7352941176470588,0.4615384615384615,0.0,0.1142857142857142
0.8970588235294118,0.1794871794871795,0.0,0.0571428571428571
0.8235294117647058,0.3076923076923077,0.0,0.1142857142857142
0.088235294117647,0.5384615384615384,0.6029411764705882,0.5428571428571428
0.0588235294117647,0.5897435897435898,0.6029411764705882,0.5428571428571428
0.0,0.4102564102564102,0.7647058823529411,0.6
0.4705882352941176,0.923076923076923,0.0,0.1999999999999999
0.7058823529411764,0.5128205128205128,0.0,0.1428571428571428
0.4411764705882353,0.9743589743589745,0.0,0.2285714285714285
0.4558823529411764,0.7692307692307692,0.1323529411764706,0.3142857142857143
0.1764705882352941,0.7692307692307692,0.3823529411764705,0.4571428571428571
0.2647058823529412,0.8974358974358974,0.25,0.3714285714285714
1.0,0.0,0.0,0.0
0.0147058823529411,0.5384615384615384,0.6911764705882353,0.5714285714285714
0.25,0.641025641025641,0.3823529411764705,0.3999999999999999
0.8235294117647058,0.3076923076923077,0.0,0.0857142857142857
0.3529411764705882,0.7435897435897436,0.25,0.3714285714285714
0.6470588235294118,0.6153846153846154,0.0,0.1714285714285714
0.1323529411764706,0.6923076923076923,0.4705882352941176,0.4857142857142857
0.9852941176470588,0.0256410256410256,0.0,0.0571428571428571
0.5,0.6666666666666666,0.1176470588235294,0.2857142857142857
0.9558823529411764,0.0769230769230769,0.0,0.0571428571428571
0.1176470588235294,0.717948717948718,0.4705882352941176,0.4857142857142857
0.1323529411764706,0.8461538461538461,0.3823529411764705,0.4571428571428571
0.5,0.6923076923076923,0.1323529411764706,0.3142857142857143
0.1176470588235294,0.4871794871794871,0.6029411764705882,0.5428571428571428
0.6470588235294118,0.6153846153846154,0.0,0.1428571428571428
0.5,0.6923076923076923,0.1323529411764706,0.2857142857142857
0.5294117647058824,0.8205128205128205,0.0,0.2571428571428571
0.0,0.0,1.0,1.0
0.5,0.717948717948718,0.088235294117647,0.2857142857142857
0.75,0.4358974358974359,0.0,0.1142857142857142
0.0588235294117647,0.4358974358974359,0.6911764705882353,0.5714285714285714
0.5882352941176471,0.717948717948718,0.0,0.1999999999999999
0.3823529411764705,0.6923076923076923,0.25,0.3714285714285714
0.1176470588235294,0.717948717948718,0.4705882352941176,0.5142857142857142
