YTS,WIP,APPROVED,Day
0.0,0.0,1.0,1.0
0.358974358974359,0.6818181818181818,0.0,0.2285714285714285
0.1111111111111111,0.3999999999999999,0.5128205128205129,0.7999999999999999
0.0769230769230769,0.9818181818181818,0.0,0.3142857142857143
0.0769230769230769,0.9818181818181818,0.0,0.3714285714285714
0.0598290598290598,0.2545454545454545,0.7008547008547009,0.9
0.0085470085470085,0.1909090909090909,0.8119658119658121,0.9
0.094017094017094,0.9636363636363636,0.0,0.2571428571428571
0.0598290598290598,0.8545454545454545,0.1367521367521367,0.5142857142857142
0.1111111111111111,0.8545454545454545,0.0854700854700854,0.7857142857142857
1.0,0.0,0.0,0.0
0.017094017094017,0.3,0.7008547008547009,0.9
0.4444444444444445,0.5909090909090908,0.0,0.1571428571428571
0.0683760683760683,0.9909090909090909,0.0,0.3285714285714285
0.7606837606837608,0.2545454545454545,0.0,0.0571428571428571
0.0683760683760683,0.3545454545454545,0.5982905982905984,0.8857142857142857
0.1111111111111111,0.8545454545454545,0.0854700854700854,0.7571428571428571
0.7435897435897436,0.2727272727272727,0.0,0.0571428571428571
0.0598290598290598,0.3636363636363636,0.5982905982905984,0.8857142857142857
0.0085470085470085,0.109090909090909,0.888888888888889,0.9285714285714284
0.7435897435897436,0.2727272727272727,0.0,0.0857142857142857
0.0085470085470085,0.1545454545454545,0.8461538461538463,0.9142857142857144
0.1111111111111111,0.8545454545454545,0.0854700854700854,0.7857142857142857
0.0427350427350427,0.2727272727272727,0.7008547008547009,0.9
0.0769230769230769,0.9818181818181818,0.0,0.3285714285714285
0.1111111111111111,0.8545454545454545,0.0854700854700854,0.7571428571428571
0.0598290598290598,0.9090909090909092,0.0854700854700854,0.7142857142857143
0.0854700854700854,0.8818181818181817,0.0854700854700854,0.7285714285714285
0.1025641025641025,0.9545454545454544,0.0,0.2285714285714285
0.0598290598290598,1.0,0.0,0.3857142857142857
0.094017094017094,0.3272727272727272,0.5982905982905984,0.8714285714285714
0.0,0.0363636363636363,0.965811965811966,0.9714285714285714
