YTS,WIP,APPROVED,Day
0.4166666666666666,0.6774193548387096,0.0,0.1739130434782608
0.7222222222222222,0.3225806451612903,0.0,0.0652173913043478
0.1388888888888889,1.0,0.0,0.3260869565217391
0.0277777777777777,0.3870967741935484,0.6388888888888888,0.5652173913043478
0.0,0.1935483870967742,0.8333333333333333,0.6521739130434783
0.1388888888888889,0.4838709677419355,0.4444444444444444,0.3695652173913043
0.1388888888888889,0.4193548387096774,0.5,0.3913043478260869
0.4722222222222222,0.6129032258064516,0.0,0.1521739130434782
0.1666666666666666,0.3870967741935484,0.5,0.4565217391304347
0.1666666666666666,0.3870967741935484,0.5,0.4565217391304347
0.2222222222222222,0.9032258064516128,0.0,0.3043478260869565
0.6388888888888888,0.4193548387096774,0.0,0.0869565217391304
0.0,0.4193548387096774,0.6388888888888888,0.5652173913043478
0.0833333333333333,0.4838709677419355,0.5,0.4782608695652174
0.2222222222222222,0.9032258064516128,0.0,0.3043478260869565
0.0833333333333333,0.3225806451612903,0.6388888888888888,0.5434782608695652
0.0833333333333333,0.4838709677419355,0.5,0.4782608695652174
0.4722222222222222,0.6129032258064516,0.0,0.1521739130434782
0.0,0.1935483870967742,0.8333333333333333,0.6086956521739131
0.3888888888888888,0.7096774193548387,0.0,0.1956521739130434
0.0,0.0,1.0,1.0
0.5833333333333333,0.4838709677419355,0.0,0.0869565217391304
0.0833333333333333,0.3225806451612903,0.6388888888888888,0.5434782608695652
0.7777777777777777,0.2580645161290322,0.0,0.0652173913043478
0.4722222222222222,0.6129032258064516,0.0,0.1521739130434782
0.1388888888888889,0.7096774193548387,0.25,0.3695652173913043
0.8055555555555555,0.2258064516129032,0.0,0.0869565217391304
0.0,0.064516129032258,0.9444444444444444,0.9565217391304348
0.6388888888888888,0.4193548387096774,0.0,0.0652173913043478
0.1388888888888889,1.0,0.0,0.3260869565217391
0.0,0.1935483870967742,0.8333333333333333,0.7608695652173912
0.0555555555555555,0.3548387096774194,0.6388888888888888,0.5652173913043478
0.0833333333333333,0.4838709677419355,0.5,0.4782608695652174
0.0,0.064516129032258,0.9444444444444444,0.9782608695652174
0.5277777777777778,0.5483870967741935,0.0,0.1521739130434782
0.3888888888888888,0.7096774193548387,0.0,0.217391304347826
0.1388888888888889,0.2580645161290322,0.6388888888888888,0.3913043478260869
0.3888888888888888,0.7096774193548387,0.0,0.217391304347826
0.0833333333333333,0.4838709677419355,0.5,0.4782608695652174
0.3888888888888888,0.7096774193548387,0.0,0.1956521739130434
0.1388888888888889,0.4193548387096774,0.5,0.4565217391304347
0.0,0.1935483870967742,0.8333333333333333,0.7608695652173912
0.0277777777777777,0.3870967741935484,0.6388888888888888,0.5652173913043478
0.6944444444444444,0.3548387096774194,0.0,0.0869565217391304
0.1388888888888889,1.0,0.0,0.3260869565217391
0.0,0.0,1.0,0.7826086956521738
0.0,0.4193548387096774,0.6388888888888888,0.6086956521739131
0.0,0.1935483870967742,0.8333333333333333,0.6304347826086957
0.1388888888888889,1.0,0.0,0.3695652173913043
0.2222222222222222,0.9032258064516128,0.0,0.3043478260869565
0.9444444444444444,0.064516129032258,0.0,0.0217391304347826
0.0833333333333333,0.3225806451612903,0.6388888888888888,0.5217391304347826
0.4444444444444444,0.6451612903225806,0.0,0.1739130434782608
0.8333333333333333,0.1935483870967742,0.0,0.0434782608695652
0.3888888888888888,0.7096774193548387,0.0,0.1739130434782608
0.4722222222222222,0.6129032258064516,0.0,0.1739130434782608
0.0,0.4193548387096774,0.6388888888888888,0.6086956521739131
0.0,0.0,1.0,0.9130434782608696
0.5555555555555556,0.5161290322580645,0.0,0.108695652173913
0.0833333333333333,0.4838709677419355,0.5,0.5
