YTS,WIP,APPROVED,Day
0.3977272727272727,0.3333333333333333,0.0,0.2421875
0.3181818181818181,1.0,0.0,0.234375
0.5227272727272727,0.1666666666666666,0.0,0.078125
0.5,0.0925925925925925,0.0,0.15625
0.5568181818181818,0.7222222222222222,0.0,0.078125
0.5568181818181818,0.7037037037037037,0.0,0.0703125
0.375,0.1666666666666666,0.0,0.28125
0.5,0.1296296296296296,0.0,0.1640625
0.5568181818181818,0.7777777777777777,0.0,0.234375
0.0568181818181817,0.5185185185185185,0.0,0.40625
0.0227272727272727,0.5185185185185185,0.0,0.40625
0.0681818181818181,0.5,0.6486486486486487,0.6875
0.4886363636363636,0.0925925925925925,0.0,0.1328125
0.5113636363636364,0.1481481481481481,0.0,0.1015625
0.931818181818182,0.1851851851851851,0.0,0.234375
1.0,0.1666666666666666,0.0,0.2265625
0.5,0.0925925925925925,0.0,0.140625
0.943181818181818,0.1666666666666666,0.0,0.2265625
0.3863636363636363,0.9814814814814814,0.0,0.2421875
0.0113636363636363,0.4259259259259259,0.918918918918919,0.71875
0.3863636363636363,0.1666666666666666,0.0,0.2734375
0.5113636363636364,0.1481481481481481,0.0,0.1015625
0.3181818181818181,0.9629629629629628,0.0,0.234375
0.0,0.4259259259259259,1.0,0.7265625
0.0568181818181817,0.2407407407407407,0.0,0.2890625
0.6590909090909091,0.7037037037037037,0.0,0.234375
0.0,0.4444444444444444,0.6216216216216217,0.6875
0.8181818181818181,0.0185185185185185,0.0,0.0078125
0.7272727272727273,0.1666666666666666,0.0,0.1953125
0.625,0.1296296296296296,0.0,0.03125
0.0568181818181817,0.1481481481481481,0.0,0.296875
0.3863636363636363,0.3333333333333333,0.0,0.2734375
0.3977272727272727,0.611111111111111,0.0,0.2421875
0.6818181818181818,0.1666666666666666,0.0,0.21875
0.0568181818181817,0.1481481481481481,0.0,0.3203125
0.5113636363636364,0.1481481481481481,0.0,0.1015625
0.7272727272727273,0.1481481481481481,0.0,0.2109375
0.5,0.0925925925925925,0.0,0.15625
0.0227272727272727,0.4259259259259259,1.0,1.0
0.75,0.1296296296296296,0.0,0.1953125
0.5568181818181818,0.1111111111111111,0.0,0.078125
0.3863636363636363,0.1296296296296296,0.0,0.28125
0.4772727272727273,0.0925925925925925,0.0,0.1328125
0.6704545454545454,0.7037037037037037,0.0,0.234375
0.0227272727272727,0.5185185185185185,0.0,0.46875
0.3863636363636363,0.3518518518518518,0.0,0.2734375
